X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
250,20,0,3,Female,55-64,92463,No,0,$1 - $20,"$2,000-$3,000",$500-$999,NA,$100-$199,"$3,000-$4,000","$2,000-$4,999",$20-$49,$500-$999,$50-$99,Day trip,"Friends, family or no expense",175
147,20,1-2 days,1,Male,65-74,80306,Yes,Zero,$21-$49,0,0,0,0,0,$20-$49,$50-$99,$1 - $20,$500-$999,Live in Boulder,NA,3
105,20,3-4 days,2,Male,65-74,80309,NA,2 days,$100-$199,$500-$999,NA,$1 - $20,$21-$49,$1 - $20,$100-$199,NA,$500-$999,NA,Live in Boulder,Home,200
83,3-4 times,1-2 days,3,Female,35-44,80303,NA,Didn't extend stay,$1 - $20,0,0,0,0,$1 - $20,$50-$99,$100-$199,$1 - $20,$1 - $20,Four nights,Hotel or motel,280
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,2 days,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,$21-$49,$1 - $20,$20-$49,$1 - $20,$500-$999,0,Four nights,Hotel or motel,200
216,20,5-6 days,5,Female,45-54,80303,NA,A few hours,$50-$99,$100-$199,$100-$199,$21-$49,0,$500-$999,$1 - $20,$1 - $20,NA,$500-$999,Local resident,Home,0
238,5-6 times,7-8 days,4,Male,65-74,80306,Yes,Home is here,$50-$99,$50-$99,$50-$99,$50-$99,$50-$99,$100-$199,$1 - $20,$50-$99,$500-$999,$50-$99,Local,Home,125
241,20,7-8 days,10,Male,35-44,80309,No,1 day,$500-$999,"$2,000-$3,000",$1 - $20,$100-$199,"$1,000-$1,499","$3,000-$4,000",$200-$499,$200-$499,$1 - $20,0,Local resident,"Friends, family or no expense",0
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
193,5-6 times,5-6 days,1,Male,55-64,80306,No,Zero,$21-$49,$1 - $20,$1 - $20,$21-$49,$1 - $20,$50-$99,$1 - $20,$20-$49,$1 - $20,$20-$49,Multiple day trips,Home,N/A
239,1-2 times,3,5,Female,35-44,93111,NA,-,$50-$99,0,$1 - $20,$1 - $20,"$1,000-$1,499",0,$1 - $20,$100-$199,0,$1 - $20,Live in Boulder,"Friends, family or no expense",280
180,3-4 times,3-4 days,4,Female,25-34,80306,No,Zero,$21-$49,$50-$99,0,$21-$49,$1 - $20,0,NA,$20-$49,$500-$999,NA,NA,Boulder Resident,240
153,20,5-6 days,4,Female,35-44,80306,No,A few hours,$21-$49,NA,$1 - $20,$1 - $20,$21-$49,$1 - $20,"$1,000-$1,999",$200-$499,$1 - $20,0,Three nights,Hotel or motel,175
177,3-4 times,0,2,Female,35-44,80303,NA,Didn't extend stay,$21-$49,0,0,0,0,$200-$499,$50-$99,$1 - $20,$100-$199,$1 - $20,NA,Hotel or motel,175
46,5-6 times,0,3,Female,45-54,80309,Yes,Live in area,0,0,0,0,0,0,NA,NA,$500-$999,NA,NA,"Friends, family or no expense",240
181,3-4 times,5-6 days,5,Female,25-34,80303,NA,I live here,$21-$49,$50-$99,$50-$99,$50-$99,0,$1 - $20,$50-$99,$20-$49,$200-$499,$50-$99,Day trip,"Friends, family or no expense",175
250,20,0,3,Female,55-64,92463,No,0,$1 - $20,"$2,000-$3,000",$500-$999,NA,$100-$199,"$3,000-$4,000","$2,000-$4,999",$20-$49,$500-$999,$50-$99,Day trip,"Friends, family or no expense",175
185,5-6 times,1-2 days,1,Female,25-34,93013,No,Home is here,$21-$49,0,0,0,0,0,NA,$200-$499,$1 - $20,$500-$999,Local resident,Hotel or motel,175
107,20,3-4 days,4,Female,55-64,80303,No,A few hours,$100-$199,$100-$199,$200-$499,$21-$49,$50-$99,$21-$49,$100-$199,$1 - $20,$200-$499,$200-$499,Local,Hotel or motel,280
188,5-6 times,1-2 days,3,Female,35-44,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,$1 - $20,0,0,$200-$499,$100-$199,$500-$999,$20-$49,Four nights,Home,280
90,5-6 times,3-4 days,2,Female,45-54,93111,NA,I live here,$1 - $20,0,$1 - $20,0,$1 - $20,0,$1 - $20,0,$1 - $20,0,Local,Home,0
239,1-2 times,3,5,Female,35-44,93111,NA,-,$50-$99,0,$1 - $20,$1 - $20,"$1,000-$1,499",0,$1 - $20,$100-$199,0,$1 - $20,Live in Boulder,"Friends, family or no expense",280
8,20,0,0,Female,25-34,80306,Yes,Home is here,0,0,0,0,0,0,$20-$49,$20-$49,$200-$499,NA,Two nights,NA,125
83,3-4 times,1-2 days,3,Female,35-44,80303,NA,Didn't extend stay,$1 - $20,0,0,0,0,$1 - $20,$50-$99,$100-$199,$1 - $20,$1 - $20,Four nights,Hotel or motel,280
192,5-6 times,3-4 days,3,Male,45-54,80306,No,1 day,$21-$49,NA,$21-$49,$1 - $20,NA,$21-$49,"$2,000-$4,999",$50-$99,$200-$499,$500-$999,Local,Hotel or motel,N/A
229,3-4 times,3-4 days,4,Female,55-64,80306,NA,Didn't extend stay,$50-$99,$200-$499,$21-$49,$1 - $20,$21-$49,$200-$499,0,$20-$49,0,NA,Four nights,Boulder Resident,NA
77,1-2 times,1-2 days,1,Female,35-44,93111,No,Didn't extend stay,$1 - $20,0,0,0,0,0,$100-$199,$200-$499,0,$500-$999,One night,Home,125
1,0,0,5,Male,55-64,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$1 - $20,Three nights,Home,240
260,20,3-4 days,20,Male,35-44,93111,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$500-$999,$500-$999,$50-$99,$50-$99,0,NA,$200-$499,$100-$199,$50-$99,$50-$99,Four nights,"Friends, family or no expense",NA
51,5-6 times,0,NA,Female,55-64,80303,NA,Didn't extend stay,0,0,$200-$499,$21-$49,$200-$499,"$5,000.00",$50-$99,$50-$99,$20-$49,$20-$49,Two nights,Boulder Resident,240
169,1-2 times,1-2 days,20,Male,18-24,80303,Yes,2 days,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$1 - $20,$1 - $20,$1 - $20,$1 - $20,Day trip,Home,175
2,1,7-8 days,NA,Prefer not to say,35-44,80309,No,Didn't extend stay,0,0,0,0,0,0,"$1,000-$1,999",$20-$49,NA,$1 - $20,I live here,Boulder Resident,0
60,20,1-2 days,2,Male,55-64,80309,No,0,$1 - $20,0,0,0,0,0,$20-$49,$500-$999,$500-$999,$500-$999,Multiple day trips,Hotel or motel,0
218,20,5-6 days,5,Female,25-34,80303,NA,2 days,$50-$99,$50-$99,$21-$49,$21-$49,0,$21-$49,0,$100-$199,$1 - $20,$200-$499,Local,NA,3
162,20,3-4 days,4,Male,35-44,80305,No,2 days,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,"$1,000-$1,999",$50-$99,0,$50-$99,Four nights,Hotel or motel,500
118,5-6 times,7-8 days,5,Female,35-44,80304,NA,Live in area,$100-$199,$100-$199,$50-$99,$1 - $20,$100-$199,NA,NA,NA,0,NA,Multiple day trips,NA,0
34,1-2 times,1-2 days,1,Male,75-84,80306,Yes,-,0,0,0,0,0,0,$20-$49,0,$50-$99,$500-$999,Day trip,Home,3
176,1-2 times,1-2 days,2,Male,35-44,80304,No,1 day,$21-$49,$21-$49,$500-$999,$100-$199,0,"$5,000.00",$200-$499,$1 - $20,$50-$99,$1 - $20,Live in Boulder,NA,NA
68,20,0,1,Male,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,0,0,$1 - $20,0,0,0,$20-$49,0,$200-$499,Four nights,Home,200
148,20,3-4 days,3,Female,35-44,80306,NA,Home is here,$21-$49,0,$1 - $20,0,$1 - $20,$500-$999,$20-$49,NA,$500-$999,0,Local resident,Boulder Resident,280
291,5-6 times,7-8 days,3,Female,45-54,80306,Yes,A few hours,$1 - $20,$500-$999,$100-$199,$100-$199,$21-$49,$100-$199,"$1,000-$1,999",$50-$99,$50-$99,$500-$999,Local resident,Hotel or motel,500
271,20,7-8 days,2,Female,45-54,80305,NA,-,NA,"$1,000-$1,499",$100-$199,"$2,000-$3,000",$500-$999,$200-$499,$100-$199,$20-$49,$200-$499,$1 - $20,Two nights,"Friends, family or no expense",N/A
118,5-6 times,7-8 days,5,Female,35-44,80304,NA,Live in area,$100-$199,$100-$199,$50-$99,$1 - $20,$100-$199,NA,NA,NA,0,NA,Multiple day trips,NA,0
124,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,"$3,000-$4,000",$200-$499,NA,$500-$999,0,Local,NA,240
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
240,1,12,4,Female,18-24,12345,No,0,$500-$999,$50-$99,$100-$199,$500-$999,0,$500-$999,$50-$99,$100-$199,0,NA,Day trip,Boulder Resident,0
170,1-2 times,1-2 days,3,Female,25-34,93111,No,NA,$21-$49,0,0,$1 - $20,0,0,$1 - $20,$20-$49,NA,$200-$499,Multiple day trips,"Friends, family or no expense",240
281,1-2 times,3-4 days,4,Male,18-24,93107,NA,I live here,0,"$1,000-$1,499",$21-$49,$200-$499,$500-$999,$50-$99,$1 - $20,0,0,0,Resident,Home,NA
106,20,1-2 days,6,Female,55-64,80304,Yes,2 days,$100-$199,0,0,$21-$49,$1 - $20,$21-$49,NA,$200-$499,$200-$499,0,Four nights,Home,175
77,1-2 times,1-2 days,1,Female,35-44,93111,No,Didn't extend stay,$1 - $20,0,0,0,0,0,$100-$199,$200-$499,0,$500-$999,One night,Home,125
274,20,3-4 days,6,Female,55-64,80306,No,I live here,$200-$499,$1 - $20,NA,$100-$199,$200-$499,0,$20-$49,0,$50-$99,$20-$49,Multiple day trips,"Friends, family or no expense",200
272,20,1-2 days,4,Female,65-74,80305,NA,2 days,$21-$49,0,$100-$199,$200-$499,$1 - $20,"$3,000-$4,000",$50-$99,$50-$99,$20-$49,$50-$99,Live in Boulder,Home,280
32,1-2 times,0,0,Female,65-74,80303,Yes,0,0,0,0,0,0,0,NA,$1 - $20,$50-$99,$500-$999,Four nights,"Friends, family or no expense",125
218,20,5-6 days,5,Female,25-34,80303,NA,2 days,$50-$99,$50-$99,$21-$49,$21-$49,0,$21-$49,0,$100-$199,$1 - $20,$200-$499,Local,NA,3
225,3-4 times,1-2 days,4,Male,25-34,80303,Yes,Home is here,$50-$99,0,0,0,0,$1 - $20,"$2,000-$4,999",NA,$50-$99,$200-$499,Local resident,NA,500
193,5-6 times,5-6 days,1,Male,55-64,80306,No,Zero,$21-$49,$1 - $20,$1 - $20,$21-$49,$1 - $20,$50-$99,$1 - $20,$20-$49,$1 - $20,$20-$49,Multiple day trips,Home,N/A
245,1,1-2 days,2,Male,45-54,93437,Yes,A few hours,$500-$999,$50-$99,0,"$2,000-$3,000",NA,$200-$499,$50-$99,$50-$99,$50-$99,$50-$99,One night,Hotel or motel,125
119,56,5-6 days,4,Female,45-54,93035,NA,2 days,$100-$199,0,$100-$199,$50-$99,0,$21-$49,"$2,000-$4,999",$50-$99,$50-$99,$200-$499,One night,"Friends, family or no expense",125
230,3-4 times,1-2 days,8,Male,45-54,80304,NA,Zero,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$100-$199,$50-$99,$200-$499,$200-$499,Multiple day trips,Hotel or motel,175
98,5-6 times,1-2 days,2,Male,25-34,80306,Yes,Live in area,$1 - $20,0,0,$21-$49,0,0,$100-$199,$50-$99,$500-$999,$500-$999,Three nights,"Friends, family or no expense",240
184,5-6 times,1-2 days,4,Female,25-34,80302,No,1 day,$21-$49,$1 - $20,$21-$49,$50-$99,$1 - $20,$21-$49,$20-$49,0,0,$20-$49,Local,Hotel or motel,0
41,5-6 times,1-2 days,2,Female,45-54,96161,No,Didn't extend stay,0,0,0,0,0,$21-$49,NA,$50-$99,$100-$199,$50-$99,Local,NA,240
89,3-4 times,1-2 days,1,Female,25-34,80303,NA,A few hours,$1 - $20,$21-$49,$100-$199,$21-$49,$500-$999,$200-$499,$200-$499,$50-$99,$1 - $20,0,One night,"Friends, family or no expense",500
261,20,0,0,Male,35-44,80305,NA,Didn't extend stay,0,$1 - $20,"$1,000-$1,499","$2,000-$3,000",$200-$499,"$3,000-$4,000",0,0,0,$20-$49,I live here,"Friends, family or no expense",0
201,20,5-6 days,6,Female,25-34,80305,No,Live in area,$50-$99,"$2,000-$3,000",$1 - $20,$21-$49,0,$1 - $20,"$1,000-$1,999",$500-$999,$200-$499,0,One night,Hotel or motel,N/A
27,1-2 times,1-2 days,1,Female,45-54,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$50-$99,$500-$999,$200-$499,$1 - $20,Two nights,"Friends, family or no expense",200
288,5-6 times,1-2 days,5,Male,45-54,90245,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$100-$199,$21-$49,$200-$499,0,0,$50-$99,$50-$99,$100-$199,$200-$499,One night,Hotel or motel,280
281,1-2 times,3-4 days,4,Male,18-24,93107,NA,I live here,0,"$1,000-$1,499",$21-$49,$200-$499,$500-$999,$50-$99,$1 - $20,0,0,0,Resident,Home,NA
237,5-6 times,3-4 days,2.5,Female,25-34,80302,No,Didn't extend stay,$50-$99,0,0,$21-$49,$1 - $20,0,"$1,000-$1,999",$200-$499,$20-$49,$20-$49,Three nights,NA,175
233,5-6 times,7-8 days,5,Female,35-44,80303,Yes,I live here,$50-$99,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$2,000-$4,999",$500-$999,$500-$999,$500-$999,Multiple day trips,Boulder Resident,0
168,47,3-4 days,3,Female,45-54,80306,No,-,$21-$49,0,$21-$49,$1 - $20,0,0,$100-$199,$20-$49,$500-$999,$20-$49,Day trip,"Friends, family or no expense",125
163,20,1-2 days,3,Male,25-34,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,NA,NA,$20-$49,$1 - $20,Four nights,"Friends, family or no expense",240
5,7,3-4 days,2,Female,45-54,80304,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,$1 - $20,0,0,$20-$49,0,0,$50-$99,I live here,Home,175
214,20,3-4 days,6,Female,25-34,80306,NA,NA,$50-$99,"$1,000-$1,499",$1 - $20,$21-$49,$100-$199,$500-$999,$50-$99,NA,$100-$199,$1 - $20,Four nights,"Friends, family or no expense",240
282,1-2 times,1-2 days,3,Female,55-64,93437,No,Live in area,$50-$99,$500-$999,$1 - $20,0,0,0,$1 - $20,0,0,0,Two nights,Hotel or motel,175
100,20,3-4 days,2,Female,45-54,80306,No,Live in area,$100-$199,0,0,$1 - $20,0,0,$20-$49,$500-$999,$1 - $20,$50-$99,Local,"Friends, family or no expense",175
95,5-6 times,1-2 days,3,Female,55-64,80303,NA,I live here,$1 - $20,0,0,0,0,$100-$199,"$2,000-$4,999",$20-$49,$20-$49,0,Resident,Home,280
211,20,3-4 days,4,Male,35-44,80303,NA,NA,$50-$99,$50-$99,0,$21-$49,0,0,"$1,000-$1,999",$50-$99,NA,$20-$49,NA,NA,200
91,5-6 times,1-2 days,2,Female,35-44,93111,No,1 day,$1 - $20,0,0,0,0,0,$200-$499,$20-$49,$20-$49,$1 - $20,One night,Home,175
282,1-2 times,1-2 days,3,Female,55-64,93437,No,Live in area,$50-$99,$500-$999,$1 - $20,0,0,0,$1 - $20,0,0,0,Two nights,Hotel or motel,175
122,20,5-6 days,3,Male,65-74,80309,NA,Live in area,$200-$499,$21-$49,$1 - $20,0,$50-$99,$1 - $20,0,$500-$999,$200-$499,0,One night,NA,3
221,29,3-4 days,4,Female,45-54,93013,NA,Live in area,$50-$99,$100-$199,$21-$49,$100-$199,0,$50-$99,0,0,0,0,Three nights,Boulder Resident,3
25,1-2 times,0,0,Female,45-54,80303,Yes,-,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,0,$200-$499,One night,Boulder Resident,125
65,20,3-4 days,3,Female,45-54,80309,No,Live in area,$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,"$2,000-$4,999",$200-$499,NA,$1 - $20,I live here,Hotel or motel,280
116,3-4 times,7-8 days,5,Female,45-54,93463,NA,0,$100-$199,$200-$499,"$1,000-$1,499",$200-$499,$500-$999,NA,"$1,000-$1,999",$50-$99,$50-$99,0,Multiple day trips,Boulder Resident,200
47,5-6 times,0,4,Female,45-54,80309,NA,I live here,0,0,0,0,0,0,$1 - $20,$1 - $20,$500-$999,$500-$999,NA,Boulder Resident,175
85,3-4 times,1-2 days,2,Female,18-24,80303,NA,Didn't extend stay,$1 - $20,"$2,000-$3,000",$1 - $20,$1 - $20,$200-$499,$50-$99,NA,$100-$199,NA,$500-$999,Three nights,"Friends, family or no expense",500
183,3-4 times,1-2 days,4,Female,25-34,80306,NA,1 day,$21-$49,$100-$199,NA,$200-$499,$100-$199,$50-$99,$50-$99,$1 - $20,$20-$49,$200-$499,I live here,NA,280
115,3-4 times,1-2 days,3,Female,25-34,80303,NA,0,$100-$199,0,0,$1 - $20,0,0,$50-$99,0,$200-$499,0,NA,"Friends, family or no expense",175
123,20,3-4 days,5,Female,25-34,80309,Yes,1 day,$200-$499,$100-$199,$1 - $20,$21-$49,$1 - $20,$100-$199,$20-$49,$50-$99,NA,$500-$999,I live here,Hotel or motel,3
156,20,1-2 days,4,Female,35-44,80309,NA,Zero,$21-$49,$500-$999,$500-$999,$1 - $20,$50-$99,$200-$499,"$2,000-$4,999",$500-$999,$200-$499,$20-$49,Local,Boulder Resident,240
108,20,1-2 days,2,Male,45-54,80303,Yes,0,$100-$199,$500-$999,$200-$499,$21-$49,$500-$999,NA,$1 - $20,$50-$99,$20-$49,0,Two nights,Hotel or motel,200
11,20,0,0,Female,45-54,80309,NA,A few hours,0,0,0,0,0,0,$100-$199,$20-$49,$1 - $20,$1 - $20,Resident,Hotel or motel,500
28,1-2 times,0,0,Female,55-64,80309,NA,2 days,0,0,0,0,0,0,$1 - $20,$1 - $20,$100-$199,$200-$499,NA,"Friends, family or no expense",125
171,1-2 times,1-2 days,4,Male,18-24,80304,No,1 day,$21-$49,0,0,$1 - $20,NA,$50-$99,NA,$50-$99,$500-$999,$500-$999,Four nights,Boulder Resident,N/A
7,20,0,3,Male,45-54,80302,No,Zero,0,0,0,0,0,0,"$1,000-$1,999",$100-$199,$20-$49,NA,Local resident,Home,125
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,2 days,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,$21-$49,$1 - $20,$20-$49,$1 - $20,$500-$999,0,Four nights,Hotel or motel,200
222,45,12,3,Female,65-74,80309,Yes,Home is here,$50-$99,$21-$49,0,$21-$49,$100-$199,$1 - $20,"$2,000-$4,999",$20-$49,$500-$999,$20-$49,Live in Boulder,Boulder Resident,0
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
220,20,1-2 days,2,Female,45-54,80309,NA,NA,$50-$99,0,0,$50-$99,0,0,$50-$99,NA,$50-$99,$1 - $20,Local resident,Home,175
117,3-4 times,3-4 days,4,Female,65-74,80309,No,0,$100-$199,0,0,$21-$49,0,$100-$199,"$2,000-$4,999",$1 - $20,0,$500-$999,Live in Boulder,Hotel or motel,175
145,20,1-2 days,5,Female,35-44,80309,NA,Didn't extend stay,$21-$49,0,0,0,0,"$3,000-$4,000",$50-$99,$50-$99,$500-$999,0,Day trip,Boulder Resident,175
234,5-6 times,1-2 days,2,Female,45-54,80303,NA,I live here,$50-$99,0,0,0,0,0,$100-$199,0,$50-$99,$50-$99,Two nights,"Friends, family or no expense",200
7,20,0,3,Male,45-54,80302,No,Zero,0,0,0,0,0,0,"$1,000-$1,999",$100-$199,$20-$49,NA,Local resident,Home,125
46,5-6 times,0,3,Female,45-54,80309,Yes,Live in area,0,0,0,0,0,0,NA,NA,$500-$999,NA,NA,"Friends, family or no expense",240
108,20,1-2 days,2,Male,45-54,80303,Yes,0,$100-$199,$500-$999,$200-$499,$21-$49,$500-$999,NA,$1 - $20,$50-$99,$20-$49,0,Two nights,Hotel or motel,200
137,29,4,8,Female,55-64,80305,Yes,I live here,$200-$499,$200-$499,$100-$199,$100-$199,$200-$499,0,$50-$99,NA,$500-$999,$500-$999,Two nights,Home,0
59,20,3-4 days,7,Male,45-54,80303,No,Zero,$1 - $20,0,0,0,0,$1 - $20,$20-$49,$500-$999,$500-$999,$200-$499,One night,Hotel or motel,280
277,20,0,0,Female,55-64,80303,No,Live in area,$21-$49,$500-$999,$1 - $20,$1 - $20,$200-$499,0,$200-$499,$200-$499,$500-$999,$1 - $20,One night,Home,200
82,1-2 times,3-4 days,10,Female,55-64,80306,NA,Live in area,$1 - $20,$50-$99,$1 - $20,$1 - $20,"$1,000-$1,499",$100-$199,$50-$99,0,$20-$49,$1 - $20,Two nights,NA,240
228,3-4 times,7-8 days,6,Male,25-34,80303,No,Didn't extend stay,$50-$99,$100-$199,$1 - $20,$1 - $20,0,$100-$199,0,$50-$99,$1 - $20,NA,One night,NA,125
282,1-2 times,1-2 days,3,Female,55-64,93437,No,Live in area,$50-$99,$500-$999,$1 - $20,0,0,0,$1 - $20,0,0,0,Two nights,Hotel or motel,175
9,20,1-2 days,2,Male,35-44,80309,No,NA,0,0,0,0,0,0,"$1,000-$1,999",$20-$49,$20-$49,$1 - $20,One night,Home,500
180,3-4 times,3-4 days,4,Female,25-34,80306,No,Zero,$21-$49,$50-$99,0,$21-$49,$1 - $20,0,NA,$20-$49,$500-$999,NA,NA,Boulder Resident,240
104,20,3-4 days,3,Female,45-54,80303,Yes,-,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$500-$999,$200-$499,$50-$99,$200-$499,$200-$499,Four nights,Hotel or motel,240
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
145,20,1-2 days,5,Female,35-44,80309,NA,Didn't extend stay,$21-$49,0,0,0,0,"$3,000-$4,000",$50-$99,$50-$99,$500-$999,0,Day trip,Boulder Resident,175
226,3-4 times,3-4 days,2,Male,45-54,80309,No,1 day,$50-$99,0,0,$1 - $20,$1 - $20,0,NA,$1 - $20,$50-$99,$20-$49,Live in Boulder,Home,500
293,25,0,2,Male,55-64,80303,No,Zero,$21-$49,$21-$49,"$1,000-$1,499",$500-$999,$100-$199,NA,$200-$499,$50-$99,$100-$199,$50-$99,NA,"Friends, family or no expense",200
30,1-2 times,0,0,Male,65-74,80303,Yes,I live here,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,0,One night,Boulder Resident,0
272,20,1-2 days,4,Female,65-74,80305,NA,2 days,$21-$49,0,$100-$199,$200-$499,$1 - $20,"$3,000-$4,000",$50-$99,$50-$99,$20-$49,$50-$99,Live in Boulder,Home,280
158,20,1-2 days,3,Female,55-64,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,$21-$49,$1 - $20,$500-$999,NA,$1 - $20,0,$20-$49,Multiple day trips,NA,3
25,1-2 times,0,0,Female,45-54,80303,Yes,-,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,0,$200-$499,One night,Boulder Resident,125
120,45,5-6 days,2,Male,45-54,80304,No,Zero,$100-$199,0,$21-$49,0,$21-$49,$200-$499,$100-$199,$20-$49,0,$500-$999,Three nights,NA,125
13,20,0,2,Female,55-64,80303,NA,Home is here,0,0,0,0,0,0,"$2,000-$4,999",$500-$999,$50-$99,$500-$999,Resident,Hotel or motel,240
181,3-4 times,5-6 days,5,Female,25-34,80303,NA,I live here,$21-$49,$50-$99,$50-$99,$50-$99,0,$1 - $20,$50-$99,$20-$49,$200-$499,$50-$99,Day trip,"Friends, family or no expense",175
51,5-6 times,0,NA,Female,55-64,80303,NA,Didn't extend stay,0,0,$200-$499,$21-$49,$200-$499,"$5,000.00",$50-$99,$50-$99,$20-$49,$20-$49,Two nights,Boulder Resident,240
137,29,4,8,Female,55-64,80305,Yes,I live here,$200-$499,$200-$499,$100-$199,$100-$199,$200-$499,0,$50-$99,NA,$500-$999,$500-$999,Two nights,Home,0
148,20,3-4 days,3,Female,35-44,80306,NA,Home is here,$21-$49,0,$1 - $20,0,$1 - $20,$500-$999,$20-$49,NA,$500-$999,0,Local resident,Boulder Resident,280
248,1,3-4 days,4,Female,35-44,93611,NA,Didn't extend stay,$100-$199,$1 - $20,0,"$2,000-$3,000",$50-$99,$500-$999,"$1,000-$1,999",0,$50-$99,$200-$499,Three nights,Hotel or motel,500
203,20,1-2 days,1,Female,55-64,80303,Yes,-,$50-$99,0,0,0,0,0,$100-$199,$50-$99,0,$1 - $20,I live here,Hotel or motel,0
235,5-6 times,1-2 days,8,Male,35-44,80309,No,2 days,$50-$99,0,$50-$99,$1 - $20,$21-$49,0,NA,$50-$99,$100-$199,$500-$999,I live here,"Friends, family or no expense",125
265,20,3-4 days,2,Female,55-64,80305,NA,1 day,$21-$49,$21-$49,0,0,$200-$499,$21-$49,$1 - $20,$500-$999,$1 - $20,$50-$99,Local resident,Home,240
107,20,3-4 days,4,Female,55-64,80303,No,A few hours,$100-$199,$100-$199,$200-$499,$21-$49,$50-$99,$21-$49,$100-$199,$1 - $20,$200-$499,$200-$499,Local,Hotel or motel,280
16,20,0,0,Female,65-74,80309,No,Zero,0,0,0,0,0,0,$200-$499,$500-$999,$200-$499,$20-$49,Local resident,Hotel or motel,3
18,20,1-2 days,2,Female,35-44,80303,NA,-,0,0,$1 - $20,0,0,0,0,0,$100-$199,$20-$49,Two nights,Hotel or motel,125
132,20,7-8 days,9,Female,55-64,80309,NA,0,$200-$499,$100-$199,$500-$999,$50-$99,$100-$199,$200-$499,$100-$199,$500-$999,$500-$999,$50-$99,Three nights,"Friends, family or no expense",280
118,5-6 times,7-8 days,5,Female,35-44,80304,NA,Live in area,$100-$199,$100-$199,$50-$99,$1 - $20,$100-$199,NA,NA,NA,0,NA,Multiple day trips,NA,0
104,20,3-4 days,3,Female,45-54,80303,Yes,-,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$500-$999,$200-$499,$50-$99,$200-$499,$200-$499,Four nights,Hotel or motel,240
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,$200-$499,"$2,000-$3,000",$500-$999,$500-$999,$500-$999,$200-$499,0,$500-$999,$20-$49,$500-$999,One night,"Friends, family or no expense",200
205,20,3-4 days,3,Female,35-44,80309,Yes,Didn't extend stay,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$20-$49,NA,0,Day trip,Boulder Resident,200
157,20,1-2 days,3,Female,55-64,80306,No,Didn't extend stay,$21-$49,NA,NA,$1 - $20,$21-$49,$1 - $20,$20-$49,$500-$999,$100-$199,$50-$99,Local resident,Boulder Resident,175
152,20,1-2 days,2.5,Female,25-34,80304,NA,Live in area,$21-$49,0,$1 - $20,$1 - $20,0,$21-$49,$20-$49,$500-$999,$20-$49,$500-$999,Live in Boulder,Boulder Resident,125
